x,y,nx,ny,h,bnd_ident
-1.94289e-16,-0.998717,-1.09599e-15,-1.0,0.2,1
0.997435,0.0505842,0.998717,0.0506492,0.2,1
-0.997435,-0.0505842,-0.998717,-0.0506492,0.2,1
0.9872,0.151233,0.988468,0.151428,0.2,1
0.723863,-0.688083,0.724793,-0.688967,0.2,1
0.966835,0.250331,0.968077,0.250653,0.2,1
-0.9872,-0.151233,-0.988468,-0.151428,0.2,1
0.936549,0.346859,0.937752,0.347305,0.2,1
0.101038,-0.993592,0.101168,-0.994869,0.2,1
0.896652,0.439829,0.897805,0.440394,0.2,1
-0.966835,-0.250331,-0.968077,-0.250653,0.2,1
0.847555,0.528285,0.848644,0.528964,0.2,1
0.936549,-0.346859,0.937752,-0.347305,0.2,1
0.789761,0.61132,0.790776,0.612106,0.2,1
-0.936549,-0.346859,-0.937752,-0.347305,0.2,1
0.723863,0.688083,0.724793,0.688967,0.2,1
0.20104,-0.978273,0.201299,-0.97953,0.2,1
0.650536,0.757784,0.651372,0.758758,0.2,1
-0.896652,-0.439829,-0.897805,-0.440394,0.2,1
0.570535,0.81971,0.571268,0.820763,0.2,1
0.789761,-0.61132,0.790776,-0.612106,0.2,1
0.484679,0.873224,0.485302,0.874347,0.2,1
-0.847555,-0.528285,-0.848644,-0.528964,0.2,1
0.39385,0.917778,0.394356,0.918958,0.2,1
0.298979,-0.952915,0.299363,-0.954139,0.2,1
0.298979,0.952915,0.299363,0.954139,0.2,1
-0.789761,-0.61132,-0.790776,-0.612106,0.2,1
0.20104,0.978273,0.201299,0.97953,0.2,1
0.9872,-0.151233,0.988468,-0.151428,0.2,1
0.101038,0.993592,0.101168,0.994869,0.2,1
-0.723863,-0.688083,-0.724793,-0.688967,0.2,1
6.245e-17,0.998717,0.0,1.0,0.2,1
0.39385,-0.917778,0.394356,-0.918958,0.2,1
-0.101038,0.993592,-0.101168,0.994869,0.2,1
-0.650536,-0.757784,-0.651372,-0.758758,0.2,1
-0.20104,0.978273,-0.201299,0.97953,0.2,1
0.847555,-0.528285,0.848644,-0.528964,0.2,1
-0.298979,0.952915,-0.299363,0.954139,0.2,1
-0.570535,-0.81971,-0.571268,-0.820763,0.2,1
-0.39385,0.917778,-0.394356,0.918958,0.2,1
0.484679,-0.873224,0.485302,-0.874347,0.2,1
-0.484679,0.873224,-0.485302,0.874347,0.2,1
-0.484679,-0.873224,-0.485302,-0.874347,0.2,1
-0.570535,0.81971,-0.571268,0.820763,0.2,1
0.966835,-0.250331,0.968077,-0.250653,0.2,1
-0.650536,0.757784,-0.651372,0.758758,0.2,1
-0.39385,-0.917778,-0.394356,-0.918958,0.2,1
-0.723863,0.688083,-0.724793,0.688967,0.2,1
0.570535,-0.81971,0.571268,-0.820763,0.2,1
-0.789761,0.61132,-0.790776,0.612106,0.2,1
-0.298979,-0.952915,-0.299363,-0.954139,0.2,1
-0.847555,0.528285,-0.848644,0.528964,0.2,1
0.896652,-0.439829,0.897805,-0.440394,0.2,1
-0.896652,0.439829,-0.897805,0.440394,0.2,1
-0.20104,-0.978273,-0.201299,-0.97953,0.2,1
-0.936549,0.346859,-0.937752,0.347305,0.2,1
0.650536,-0.757784,0.651372,-0.758758,0.2,1
-0.966835,0.250331,-0.968077,0.250653,0.2,1
-0.101038,-0.993592,-0.101168,-0.994869,0.2,1
-0.9872,0.151233,-0.988468,0.151428,0.2,1
0.997435,-0.0505842,0.998717,-0.0506492,0.2,1
-0.997435,0.0505842,-0.998717,0.0506492,0.2,1
0.0642568,0.535907,-0.880355,0.474316,0.2,0
-0.0241282,0.553809,-0.403831,-0.914834,0.2,0
-0.206175,0.536879,0.997834,-0.0657805,0.2,0
-0.344213,0.430004,-0.75234,0.658775,0.2,0
-0.423516,0.310182,-0.980586,0.196089,0.2,0
-0.540103,0.259129,0.342173,0.939637,0.2,0
-0.557425,0.0053928,-0.0530736,0.998591,0.2,0
-0.56786,-0.11982,-0.267109,0.963666,0.2,0
-0.475455,-0.296906,-0.458555,-0.888666,0.2,0
-0.296453,-0.438742,-0.50396,-0.863727,0.2,0
-0.200014,-0.480385,-0.872427,-0.488744,0.2,0
-0.0744193,-0.537035,0.258096,-0.966119,0.2,0
0.0595332,-0.598732,-0.309447,0.950917,0.2,0
0.189465,-0.508468,0.151611,0.98844,0.2,0
0.305041,-0.508054,-0.326868,0.94507,0.2,0
0.452303,-0.30532,0.780528,0.625121,0.2,0
0.503275,-0.182266,0.558226,-0.829689,0.2,0
0.495079,-0.0832374,0.0409528,-0.999161,0.2,0
0.529898,0.0208011,-0.439613,0.898187,0.2,0
0.519077,0.164173,-0.734275,-0.678852,0.2,0
0.241263,-0.603689,0.539791,-0.841799,0.2,0
-0.519277,-0.368259,-0.913452,0.406946,0.2,0
-0.610368,0.119605,0.497288,0.867585,0.2,0
-0.309457,0.530379,0.370684,0.928759,0.2,0
-0.258696,0.45606,-0.23937,-0.970928,0.2,0
-0.648281,0.20123,0.996555,-0.0829364,0.2,0
0.470811,0.0886887,0.690859,0.722989,0.2,0
0.445439,-0.00816515,0.237042,0.971499,0.2,0
0.424531,-0.138684,0.344983,-0.938609,0.2,0
0.369985,-0.268937,-0.938434,0.345457,0.2,0
0.315561,-0.418671,-0.583401,0.812185,0.2,0
0.246347,-0.438722,-0.318128,0.948048,0.2,0
0.0860072,-0.512714,-0.10585,0.994382,0.2,0
0.014236,-0.521535,0.372731,0.92794,0.2,0
-0.113163,-0.456787,0.44577,0.895147,0.2,0
-0.390446,-0.32646,0.617201,-0.786806,0.2,0
-0.509597,-0.188415,0.812318,0.583214,0.2,0
-0.468171,-0.00616469,0.96502,-0.262177,0.2,0
-0.49745,0.179878,-0.832965,0.553325,0.2,0
-0.340982,0.274291,0.997023,0.0771054,0.2,0
-0.299759,0.351749,0.943856,0.330357,0.2,0
-0.0914078,0.494031,-0.192369,0.981323,0.2,0
0.105028,0.455672,-0.270008,0.962858,0.2,0
0.165822,0.399394,-0.723807,0.690002,0.2,0
0.34115,0.383938,0.231816,0.97276,0.2,0
0.415374,0.311514,-0.402949,-0.915223,0.2,0
0.3484,-0.350574,-0.647881,0.761742,0.2,0
0.283006,-0.288738,-0.647364,0.762181,0.2,0
0.450836,0.228794,0.816352,-0.577554,0.2,0
0.251597,0.374976,0.295982,0.955194,0.2,0
0.0809054,0.369577,-0.634297,0.773089,0.2,0
0.0152054,0.461314,-0.553419,0.832903,0.2,0
-0.251764,0.275614,0.920589,-0.390532,0.2,0
-0.524751,0.0941183,0.230897,-0.972978,0.2,0
-0.426136,-0.222095,-0.498149,0.867091,0.2,0
-0.339929,-0.251975,-0.945674,0.325116,0.2,0
-0.0245585,-0.441,-0.231126,0.972924,0.2,0
0.13518,-0.437335,-0.201743,0.979438,0.2,0
0.374878,-0.0636201,0.258074,-0.966125,0.2,0
0.386032,0.0594429,0.578694,-0.815545,0.2,0
-0.213979,0.377955,-0.769181,0.639032,0.2,0
-0.176651,-0.39347,-0.662077,0.749436,0.2,0
-0.47927,-0.10395,0.241893,0.970303,0.2,0
0.910219,-0.0461611,0.998269,-0.0588188,0.2,0
-0.417801,0.220363,-0.998834,-0.0482797,0.2,0
0.904387,-0.138547,0.985481,-0.169786,0.2,0
-0.422759,0.1305,-0.85791,-0.5138,0.2,0
0.884496,-0.229012,0.953536,-0.301279,0.2,0
-0.395915,-0.13789,-0.935514,0.35329,0.2,0
0.854907,-0.316623,0.926566,-0.376133,0.2,0
-0.089644,-0.370452,0.433823,-0.900998,0.2,0
0.824881,-0.404624,0.862046,-0.506831,0.2,0
-0.124433,0.368929,0.801306,-0.598255,0.2,0
0.78665,-0.490323,0.755322,-0.655354,0.2,0
0.365079,0.14697,0.857762,0.514048,0.2,0
0.720734,-0.55789,0.871224,-0.490886,0.2,0
0.315814,0.0042869,-0.105954,0.994371,0.2,0
0.665697,-0.632792,0.758172,-0.652055,0.2,0
0.145035,-0.347876,0.947614,0.319417,0.2,0
0.597174,-0.695625,0.481658,-0.876359,0.2,0
-0.254631,-0.280684,-0.266307,-0.963888,0.2,0
0.525486,-0.754987,0.44394,-0.896057,0.2,0
-0.233451,0.187497,0.995454,-0.0952435,0.2,0
0.445485,-0.802611,0.529001,-0.848621,0.2,0
-0.0592993,0.410826,-0.73863,-0.674111,0.2,0
0.36576,-0.852321,0.645663,-0.763622,0.2,0
0.122765,0.289904,-0.999251,0.0386903,0.2,0
0.272894,-0.869776,0.589729,-0.807601,0.2,0
0.361531,0.239956,0.769988,0.638059,0.2,0
0.186276,-0.906431,0.272292,-0.962215,0.2,0
0.303383,0.302246,0.986365,-0.164575,0.2,0
0.0928262,-0.912834,0.121812,-0.992553,0.2,0
-0.303497,-0.349697,0.106193,-0.994346,0.2,0
-1.09288e-16,-0.925537,0.125321,-0.992116,0.2,0
0.342887,-0.176555,-0.349967,-0.936762,0.2,0
-0.0922333,-0.907004,0.307732,-0.951473,0.2,0
0.255587,-0.154673,-0.830572,-0.556912,0.2,0
-0.184418,-0.89739,0.136266,-0.990672,0.2,0
0.21375,0.294125,0.359848,-0.933011,0.2,0
-0.277692,-0.885069,-0.239868,-0.970806,0.2,0
0.27434,0.217643,-0.231499,-0.972835,0.2,0
-0.361701,-0.842863,-0.24423,-0.969717,0.2,0
0.0350184,0.269892,-0.129708,-0.991552,0.2,0
-0.442921,-0.79799,-0.562878,-0.82654,0.2,0
-0.0438017,0.32217,-0.964481,-0.264154,0.2,0
-0.530524,-0.762224,-0.734804,-0.678279,0.2,0
-0.148399,0.216927,-0.996042,-0.0888881,0.2,0
-0.600497,-0.699495,-0.76566,-0.643245,0.2,0
-0.165452,-0.292813,0.90808,0.418797,0.2,0
-0.659156,-0.626575,-0.748256,-0.66341,0.2,0
0.073606,-0.293124,0.999011,-0.0444644,0.2,0
-0.733752,-0.567967,-0.869202,-0.494456,0.2,0
0.284913,0.0888158,-0.361405,0.932409,0.2,0
